# per_policy_summary
controller_label,n_valid_runs,active_modules,disabled_modules,metric,n,mean,std,median,min,max,ci95_low,ci95_high
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,maifi,100,197.300000,4.480034,200.000000,183.000000,200.000000,196.421913,198.178087
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,asai,100,-2.000000,0.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,ens,100,30.000000,0.000000,30.000000,30.000000,30.000000,30.000000,30.000000
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,restoration_time_steps,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,critical_load_restored_pct,100,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,successful_restoration_count,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,number_of_islands,100,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,isolated_nodes,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,actions_taken,100,200.000000,0.000000,200.000000,200.000000,200.000000,200.000000,200.000000
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,switching_operations,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,illegal_actions_attempted,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,load_shedding_events,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,battery_dispatch_events,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,voltage_violation_count,100,12.870000,41.130159,0.000000,0.000000,184.000000,4.808489,20.931511
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,frequency_deviation_count,100,9667.700000,219.521679,9800.000000,8967.000000,9800.000000,9624.673751,9710.726249
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,line_overload_count,100,5.540000,6.428189,4.000000,0.000000,35.000000,4.280075,6.799925
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,minimum_voltage_pu,100,0.855000,0.286436,0.950000,0.000000,0.950000,0.798859,0.911141
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,maximum_voltage_pu,100,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,average_voltage_pu,100,0.959490,0.005846,0.961429,0.942041,0.961429,0.958344,0.960636
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,operating_cost_usd,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,outage_cost_usd,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,carbon_kg,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
