policy,metric,escalation,n_common_seeds,a_median,b_median,median_abs_change,median_rel_change_pct,wilcoxon_stat,wilcoxon_p
persistence,line_overload_count,A_nominal -> B_severe,30,5.0,101.0,94.0,,0.0,1.7322162331441136e-06
persistence,switching_operations,A_nominal -> B_moderate,30,0.0,0.0,0.0,,0.0,1.0
persistence,switching_operations,A_nominal -> B_severe,30,0.0,0.0,0.0,,0.0,1.0
persistence,number_of_islands,A_nominal -> B_moderate,30,1.0,1.0,0.0,0.0,0.0,1.0
persistence,number_of_islands,A_nominal -> B_severe,30,1.0,1.0,0.0,0.0,0.0,1.0
persistence,isolated_nodes,A_nominal -> B_moderate,30,0.0,25.0,25.0,,0.0,1.6912029309011076e-06
persistence,isolated_nodes,A_nominal -> B_severe,30,0.0,38.0,38.0,,0.0,1.0701577435966353e-06
persistence,actions_taken,A_nominal -> B_moderate,30,0.0,0.0,0.0,,0.0,1.0
persistence,actions_taken,A_nominal -> B_severe,30,0.0,0.0,0.0,,0.0,1.0
persistence,frequency_deviation_count,A_nominal -> B_moderate,30,9800.0,6051.5,-3650.5,-37.78172588832487,1.0,1.9125459359395884e-06
persistence,frequency_deviation_count,A_nominal -> B_severe,30,9800.0,9800.0,0.0,0.0,6.0,0.0033427570833856448
persistence,average_voltage_pu,A_nominal -> B_moderate,30,0.961428571428572,0.4755102040816327,-0.4859183673469393,-50.541286351093206,0.0,1.7256857880058036e-06
persistence,average_voltage_pu,A_nominal -> B_severe,30,0.961428571428572,0.22204081632653058,-0.7200000000000005,-76.42980935875218,0.0,1.3377896675281704e-06
persistence,minimum_voltage_pu,A_nominal -> B_moderate,30,0.95,0.0,-0.95,,0.0,9.633570086430965e-07
persistence,minimum_voltage_pu,A_nominal -> B_severe,30,0.95,0.0,-0.95,,0.0,9.633570086430965e-07
persistence,maximum_voltage_pu,A_nominal -> B_moderate,30,1.0,1.0,0.0,0.0,0.0,1.0
persistence,maximum_voltage_pu,A_nominal -> B_severe,30,1.0,1.0,0.0,0.0,0.0,1.0
persistence,successful_restoration_count,A_nominal -> B_moderate,30,0.0,0.0,0.0,,0.0,1.0
persistence,successful_restoration_count,A_nominal -> B_severe,30,0.0,0.0,0.0,,0.0,1.0
persistence,controller_runtime_s,A_nominal -> B_moderate,30,0.0,0.0004,0.0004,,140.0,0.05285078469679985
persistence,controller_runtime_s,A_nominal -> B_severe,30,0.0,0.0005,0.00045,,63.0,0.00043433082136601223
persistence,runtime_s,A_nominal -> B_moderate,30,1.13715,0.55425,-0.56795,-50.391077526770815,0.0,1.7343976283205784e-06
persistence,runtime_s,A_nominal -> B_severe,30,1.13715,0.55325,-0.56515,-50.28729134824625,0.0,1.7343976283205784e-06
random,ens,A_nominal -> B_moderate,30,30.0,50.0,20.0,66.66666666666666,0.0,4.320463057827488e-08
random,ens,A_nominal -> B_severe,30,30.0,80.0,50.0,166.66666666666669,0.0,6.79884997479191e-08
random,saidi,A_nominal -> B_moderate,30,0.0,0.0,0.0,,0.0,1.0
random,saidi,A_nominal -> B_severe,30,0.0,0.0,0.0,,0.0,1.0
random,saifi,A_nominal -> B_moderate,30,0.061224489795918366,0.10204081632653061,0.04081632653061225,66.66666666666667,0.0,4.320463057827488e-08
random,saifi,A_nominal -> B_severe,30,0.061224489795918366,0.16326530612244897,0.1020408163265306,166.66666666666666,0.0,6.79884997479191e-08
random,restoration_time_seconds,A_nominal -> B_moderate,30,0.0,0.0,0.0,,0.0,1.0
random,restoration_time_seconds,A_nominal -> B_severe,30,0.0,0.0,0.0,,0.0,1.0
random,critical_load_restored_pct,A_nominal -> B_moderate,30,100.0,0.0,-100.0,-100.0,0.0,3.1253674655407795e-06
random,critical_load_restored_pct,A_nominal -> B_severe,30,100.0,0.0,-100.0,-100.0,0.0,2.604811871305236e-07
random,voltage_violation_count,A_nominal -> B_moderate,30,0.0,2592.0,2592.0,,0.0,1.7343976283205784e-06
random,voltage_violation_count,A_nominal -> B_severe,30,0.0,5887.0,5854.0,,0.0,1.7343976283205784e-06
random,line_overload_count,A_nominal -> B_moderate,30,5.0,0.0,-4.5,,0.0,3.944654323087218e-05
random,line_overload_count,A_nominal -> B_severe,30,5.0,101.0,94.0,,0.0,1.7322162331441136e-06
random,switching_operations,A_nominal -> B_moderate,30,0.0,0.0,0.0,,0.0,1.0
random,switching_operations,A_nominal -> B_severe,30,0.0,0.0,0.0,,0.0,1.0
random,number_of_islands,A_nominal -> B_moderate,30,1.0,1.0,0.0,0.0,0.0,1.0
random,number_of_islands,A_nominal -> B_severe,30,1.0,1.0,0.0,0.0,0.0,1.0
random,isolated_nodes,A_nominal -> B_moderate,30,0.0,25.0,25.0,,0.0,1.6912029309011076e-06
random,isolated_nodes,A_nominal -> B_severe,30,0.0,38.0,38.0,,0.0,1.0701577435966353e-06
random,actions_taken,A_nominal -> B_moderate,30,200.0,200.0,0.0,0.0,0.0,1.0
random,actions_taken,A_nominal -> B_severe,30,200.0,200.0,0.0,0.0,0.0,1.0
random,frequency_deviation_count,A_nominal -> B_moderate,30,9800.0,6051.5,-3650.5,-37.78172588832487,1.0,1.9125459359395884e-06
random,frequency_deviation_count,A_nominal -> B_severe,30,9800.0,9800.0,0.0,0.0,6.0,0.0033427570833856448
random,average_voltage_pu,A_nominal -> B_moderate,30,0.961428571428572,0.4755102040816327,-0.4859183673469393,-50.541286351093206,0.0,1.7256857880058036e-06
random,average_voltage_pu,A_nominal -> B_severe,30,0.961428571428572,0.22204081632653058,-0.7200000000000005,-76.42980935875218,0.0,1.3377896675281704e-06
random,minimum_voltage_pu,A_nominal -> B_moderate,30,0.95,0.0,-0.95,,0.0,9.633570086430965e-07
random,minimum_voltage_pu,A_nominal -> B_severe,30,0.95,0.0,-0.95,,0.0,9.633570086430965e-07
random,maximum_voltage_pu,A_nominal -> B_moderate,30,1.0,1.0,0.0,0.0,0.0,1.0
random,maximum_voltage_pu,A_nominal -> B_severe,30,1.0,1.0,0.0,0.0,0.0,1.0
random,successful_restoration_count,A_nominal -> B_moderate,30,0.0,0.0,0.0,,0.0,1.0
random,successful_restoration_count,A_nominal -> B_severe,30,0.0,0.0,0.0,,0.0,1.0
random,controller_runtime_s,A_nominal -> B_moderate,30,0.001,0.0011,-5.000000000000002e-05,,208.5,0.8451891081426084
random,controller_runtime_s,A_nominal -> B_severe,30,0.001,0.0013,0.00019999999999999998,,161.5,0.2257712090632139
random,runtime_s,A_nominal -> B_moderate,30,1.0296500000000002,0.57185,-0.46365,-44.75326405810124,0.0,1.7343976283205784e-06
random,runtime_s,A_nominal -> B_severe,30,1.0296500000000002,0.5239,-0.49585,-48.73190476541734,28.0,2.5967125848447383e-05
rule_based,ens,A_nominal -> B_moderate,30,30.0,50.0,20.0,66.66666666666666,0.0,4.320463057827488e-08
rule_based,ens,A_nominal -> B_severe,30,30.0,80.0,50.0,166.66666666666669,0.0,6.79884997479191e-08
rule_based,saidi,A_nominal -> B_moderate,30,0.0,0.0,0.0,,0.0,1.0
rule_based,saidi,A_nominal -> B_severe,30,0.0,0.0,0.0,,0.0,1.0
rule_based,saifi,A_nominal -> B_moderate,30,0.061224489795918366,0.10204081632653061,0.04081632653061225,66.66666666666667,0.0,4.320463057827488e-08
rule_based,saifi,A_nominal -> B_severe,30,0.061224489795918366,0.16326530612244897,0.1020408163265306,166.66666666666666,0.0,6.79884997479191e-08
rule_based,restoration_time_seconds,A_nominal -> B_moderate,30,0.0,0.0,0.0,,0.0,1.0
rule_based,restoration_time_seconds,A_nominal -> B_severe,30,0.0,0.0,0.0,,0.0,1.0
rule_based,critical_load_restored_pct,A_nominal -> B_moderate,30,100.0,0.0,-100.0,-100.0,2.0,6.816717830689664e-06
rule_based,critical_load_restored_pct,A_nominal -> B_severe,30,100.0,0.0,-100.0,-100.0,0.0,2.604811871305236e-07
rule_based,voltage_violation_count,A_nominal -> B_moderate,30,0.0,2502.0,2502.0,,0.0,1.7343976283205784e-06
rule_based,voltage_violation_count,A_nominal -> B_severe,30,0.0,5881.5,5854.0,,0.0,1.7343976283205784e-06
rule_based,line_overload_count,A_nominal -> B_moderate,30,5.0,0.0,-5.0,,4.5,4.7915037853615856e-05
rule_based,line_overload_count,A_nominal -> B_severe,30,5.0,97.0,91.0,,0.0,1.7300371292901245e-06
rule_based,switching_operations,A_nominal -> B_moderate,30,0.0,0.0,0.0,,0.0,1.0
rule_based,switching_operations,A_nominal -> B_severe,30,0.0,0.0,0.0,,0.0,1.0
rule_based,number_of_islands,A_nominal -> B_moderate,30,1.0,1.0,0.0,0.0,0.0,1.0
rule_based,number_of_islands,A_nominal -> B_severe,30,1.0,1.0,0.0,0.0,0.0,1.0
rule_based,isolated_nodes,A_nominal -> B_moderate,30,0.0,25.0,25.0,,0.0,1.705141514598868e-06
rule_based,isolated_nodes,A_nominal -> B_severe,30,0.0,38.0,38.0,,0.0,1.0506503128452984e-06
rule_based,actions_taken,A_nominal -> B_moderate,30,200.0,200.0,0.0,0.0,0.0,1.0
rule_based,actions_taken,A_nominal -> B_severe,30,200.0,200.0,0.0,0.0,0.0,1.0
rule_based,frequency_deviation_count,A_nominal -> B_moderate,30,9800.0,8158.5,-1568.0,-16.537688442211056,3.0,3.4942724887591023e-06
rule_based,frequency_deviation_count,A_nominal -> B_severe,30,9800.0,9800.0,0.0,0.0,18.0,0.01659300873808114
rule_based,average_voltage_pu,A_nominal -> B_moderate,30,0.961428571428572,0.47561224489795917,-0.4761224489795923,-50.02150972667313,0.0,1.7311263949197286e-06
rule_based,average_voltage_pu,A_nominal -> B_severe,30,0.961428571428572,0.22204081632653058,-0.7200000000000005,-76.42980935875218,0.0,1.3194537926662786e-06
rule_based,minimum_voltage_pu,A_nominal -> B_moderate,30,0.95,0.0,-0.95,,0.0,9.633570086430965e-07
rule_based,minimum_voltage_pu,A_nominal -> B_severe,30,0.95,0.0,-0.95,,0.0,9.633570086430965e-07
rule_based,maximum_voltage_pu,A_nominal -> B_moderate,30,1.0,1.0,0.0,0.0,0.0,1.0
rule_based,maximum_voltage_pu,A_nominal -> B_severe,30,1.0,1.0,0.0,0.0,0.0,1.0
rule_based,successful_restoration_count,A_nominal -> B_moderate,30,0.0,0.0,0.0,,0.0,1.0
rule_based,successful_restoration_count,A_nominal -> B_severe,30,0.0,0.0,0.0,,0.0,1.0
rule_based,controller_runtime_s,A_nominal -> B_moderate,30,0.00455,0.0038,-0.0006000000000000001,-13.317073170731707,143.5,0.10950005311088655
rule_based,controller_runtime_s,A_nominal -> B_severe,30,0.00455,0.0037,-0.0004500000000000001,-10.000000000000007,141.5,0.06121810479398233
rule_based,runtime_s,A_nominal -> B_moderate,30,1.20945,0.692,-0.50055,-42.19292447962302,0.0,1.7343976283205784e-06
rule_based,runtime_s,A_nominal -> B_severe,30,1.20945,0.62245,-0.5686,-47.03921202261702,0.0,1.7343976283205784e-06
