stress_level,anchor,other,metric,n_pairs,median_a,median_b,mean_a,mean_b,median_diff,median_rel_diff_pct,wilcoxon_W,wilcoxon_p,ttest_t,ttest_p,cliffs_delta,holm_p,classification
severe,full_stack,no_lstm,resilience_time_to_50pct_restoration,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,stress_critical_load_restored_pct,30,100.0,100.0,100.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,saidi,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,saifi,30,0.16326530612244897,0.16326530612244897,0.16326530612244897,0.16326530612244897,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,voltage_violation_count,30,7439.0,7439.0,7448.833333333333,7448.833333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,line_overload_count,30,19.0,19.0,19.466666666666665,19.466666666666665,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,number_of_islands,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,resilience_loss_area,30,172.5,172.5,172.65508376277256,172.65508376277256,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,resilience_time_to_90pct_restoration,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,stress_critical_load_interrupted_mw,30,2.5,2.5,2.4514174032230516,2.4514174032230516,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,stress_critical_load_restored_mw,30,-2.5,-2.5,-2.4514174032230516,-2.4514174032230516,0.0,-0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,stress_cum_feasible_restoration_mw,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,stress_cum_unserved_restoration_mw,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,stress_restoration_rate,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,ens,30,80.0,80.0,80.0,80.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,restoration_time_seconds,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,critical_load_restored_pct,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,switching_operations,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,frequency_deviation_count,30,9800.0,9800.0,9795.1,9795.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,actions_taken,30,200.0,200.0,200.0,200.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,runtime_s,30,0.7642,0.67685,0.76007,0.6803466666666667,0.08735000000000004,12.905370466129872,0.0,1.6499006192383092e-06,12.588337182163198,0.0,0.9933333333333333,0.0006335618377875107,SUPPORTED
severe,full_stack,no_lstm,controller_runtime_s,30,0.11875,0.11985000000000001,0.11866,0.11886000000000001,-0.0011000000000000176,-0.9178139340842866,206.5,0.803618638864172,-0.11302261337788565,0.9131582519870065,-0.035555555555555556,1.0,INCONCLUSIVE
severe,full_stack,no_lstm,power_flow_runtime_s,30,0.19045,0.15355,0.19035333333333335,0.15389,0.036900000000000016,24.0312601758385,0.0,1.6499006192383092e-06,16.010716626625122,0.0,1.0,0.0006335618377875107,SUPPORTED
severe,full_stack,no_twin,stress_cumulative_unserved_energy,30,8364.414539892787,8364.414539892787,8385.047580682673,8385.047580682673,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_twin,resilience_time_to_50pct_restoration,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_twin,stress_critical_load_restored_pct,30,100.0,100.0,100.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_twin,saidi,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_twin,saifi,30,0.16326530612244897,0.16326530612244897,0.16326530612244897,0.16326530612244897,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_twin,voltage_violation_count,30,7439.0,7439.0,7448.833333333333,7448.833333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_twin,line_overload_count,30,19.0,19.0,19.466666666666665,19.466666666666665,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_twin,number_of_islands,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_twin,resilience_loss_area,30,172.5,172.5,172.65508376277256,172.65508376277256,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_twin,resilience_time_to_90pct_restoration,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_twin,stress_critical_load_interrupted_mw,30,2.5,2.5,2.4514174032230516,2.4514174032230516,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_twin,stress_critical_load_restored_mw,30,-2.5,-2.5,-2.4514174032230516,-2.4514174032230516,0.0,-0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_twin,stress_cum_feasible_restoration_mw,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_twin,stress_cum_unserved_restoration_mw,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_twin,stress_restoration_rate,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_twin,ens,30,80.0,80.0,80.0,80.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_twin,restoration_time_seconds,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
severe,full_stack,no_twin,critical_load_restored_pct,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,INCONCLUSIVE
