stress_level,controller_label,seed,valid,invalid_reason,n_faults,saifi,saidi,maifi,asai,ens,restoration_time_seconds,critical_load_total_mw,critical_load_restored_mw,critical_load_restored_pct,total_load_mw,successful_restoration_count,n_faults,number_of_islands,isolated_nodes,switching_operations,actions_taken,illegal_actions_attempted,load_shedding_events,battery_dispatch_events,minimum_voltage_pu,maximum_voltage_pu,average_voltage_pu,voltage_violation_count,frequency_deviation_count,line_overload_count,generation_mw,operating_cost_usd,outage_cost_usd,carbon_kg,runtime_s,controller_runtime_s,power_flow_runtime_s,stress_cumulative_unserved_energy,stress_max_unserved_load_mw,stress_cum_unserved_restoration_mw,stress_cum_feasible_restoration_mw,resilience_loss_area,resilience_time_to_50pct_restoration,resilience_time_to_90pct_restoration,stress_critical_load_total_mw,stress_critical_load_interrupted_mw,stress_critical_load_restored_mw,stress_critical_load_restored_pct,stress_restoration_rate,stress_n_faults,stress_n_restored
moderate,random,3,True,,5,0.10204081632653061,0.0,112.0,-4.0,50.0,0.0,1.6933,0.0,0.0,25.4657,0,5,1,30,0,200,0,0,0,0.0,1.0,0.3783673469387755,2090,5488,0,38.6347,0.0,0.0,0.0,0.5763,0.0011,0.2212,1095.23013528558,12.685180291532221,0.0,0.0,85.8393432426565,0,0,0.0,1.6933241487716446,-1.6933241487716446,100.0,0.0,4,0
moderate,random,4,True,,5,0.10204081632653061,0.0,189.0,-4.0,50.0,0.0,1.2962,0.0,0.0,20.5585,0,5,1,33,0,200,0,0,0,0.0,1.0,0.31979591836734694,4870,9261,5,39.1837,0.0,0.0,0.0,0.4974,0.0011,0.1814,1415.7127632983943,9.301076398017697,0.0,0.0,151.70963188622412,0,0,0.0,1.2961832398497108,-1.2961832398497108,100.0,0.0,4,0
moderate,random,5,True,,5,0.10204081632653061,0.0,102.0,-4.0,50.0,0.0,1.0168,0.0,0.0,23.8655,0,5,1,25,0,200,0,0,0,0.0,1.0,0.4755102040816327,2425,4998,0,35.4193,0.0,0.0,0.0,0.5638,0.001,0.2152,833.6299756503613,9.512528769523573,0.0,0.0,87.13772411325589,0,0,0.0,1.016758201728665,-1.016758201728665,100.0,0.0,5,0
moderate,random,6,True,,5,0.10204081632653061,0.0,155.0,-4.0,50.0,0.0,1.689,0.0,0.0,24.5373,0,5,1,35,0,200,0,0,0,0.0,1.0,0.2808163265306122,3600,7595,0,38.2816,0.0,0.0,0.0,0.5396,0.0011,0.2028,1341.3806379520436,13.1146533924141,0.0,0.0,101.78105904254684,0,0,0.0,1.6890373349364805,-1.6890373349364805,100.0,0.0,4,0
moderate,random,7,True,,5,0.10204081632653061,0.0,122.0,-4.0,50.0,0.0,1.2384,1.2384,100.0,22.6279,0,5,1,15,0,200,0,0,0,0.0,1.0,0.669795918367347,2040,5978,0,37.7778,0.0,0.0,0.0,0.5618,0.001,0.2161,495.70518032560153,3.911037320570791,0.0,0.0,126.24519307661743,0,0,0.0,0.0,0.0,100.0,0.0,3,0
moderate,random,8,True,,5,0.10204081632653061,0.0,111.0,-4.0,50.0,0.0,1.3596,0.0,0.0,21.8121,0,5,1,30,0,200,0,0,0,0.0,1.0,0.37795918367346937,3475,5439,0,34.1147,0.0,0.0,0.0,0.5258,0.0009,0.1954,884.4545579103501,7.731818410802013,0.0,0.0,113.89153261472018,0,0,0.0,1.359644725692982,-1.359644725692982,100.0,0.0,4,0
moderate,random,9,True,,5,0.10204081632653061,0.0,171.0,-4.0,50.0,0.0,1.3991,0.0,0.0,22.7139,0,5,1,21,0,200,0,0,0,0.0,1.0,0.553469387755102,2514,8379,4,40.5547,0.0,0.0,0.0,0.5884,0.001,0.222,778.3163085564507,6.625329048676585,0.0,0.0,117.00036372348835,0,0,0.0,1.3990547807783378,-1.3990547807783378,100.0,0.0,4,0
moderate,random,10,True,,5,0.10204081632653061,0.0,117.0,-4.0,50.0,0.0,1.3331,1.3331,100.0,26.9769,0,5,1,20,0,200,0,0,0,0.0,1.0,0.5726530612244898,1365,5733,0,40.513,0.0,0.0,0.0,0.6121,0.0011,0.2362,581.9150591527932,8.539831132864878,0.0,0.0,67.64128407215672,0,0,0.0,0.0,0.0,100.0,0.0,3,0
moderate,random,11,True,,5,0.10204081632653061,0.0,123.0,-4.0,50.0,0.0,1.1754,0.0,0.0,24.7972,0,5,1,17,0,200,0,0,0,0.0,1.0,0.6316326530612245,1620,6027,1,39.5349,0.0,0.0,0.0,0.5731,0.001,0.2219,674.9583993523944,7.910758693596442,0.0,0.0,84.82157603274587,0,0,0.0,1.1754103505180256,-1.1754103505180256,100.0,0.0,3,0
moderate,random,12,True,,5,0.10204081632653061,0.0,118.0,-4.0,50.0,0.0,0.6774,0.0,0.0,21.7779,0,5,1,30,0,200,0,0,0,0.0,1.0,0.37795918367346937,2490,5782,0,35.2277,0.0,0.0,0.0,0.551,0.0011,0.2092,611.2041312649042,7.837735804800883,0.0,0.0,77.483278528057,0,0,0.0,0.6773668732459133,-0.6773668732459133,100.0,0.0,4,0
moderate,random,13,True,,5,0.10204081632653061,0.0,120.0,-4.0,50.0,0.0,1.3541,0.0,0.0,26.3629,0,5,1,17,0,200,0,0,0,0.0,1.0,0.6316326530612245,2239,5880,0,40.6733,0.0,0.0,0.0,0.6316,0.0012,0.2413,999.5656035556357,7.118997993380952,0.0,0.0,139.90818728773417,0,0,0.0,1.3541004910406444,-1.3541004910406444,100.0,0.0,3,0
moderate,random,14,True,,5,0.10204081632653061,0.0,140.0,-4.0,50.0,0.0,0.8669,0.0,0.0,23.0491,0,5,1,28,0,200,0,0,0,0.0,1.0,0.4173469387755102,1656,6860,0,39.7001,0.0,0.0,0.0,0.6047,0.0012,0.23,786.3782337148195,9.742130405391341,0.0,0.0,80.23254888440844,0,0,0.0,0.8669156667337878,-0.8669156667337878,100.0,0.0,4,0
moderate,random,15,True,,5,0.10204081632653061,0.0,148.0,-4.0,50.0,0.0,1.0866,1.0866,100.0,22.0045,0,5,1,15,0,200,0,0,0,0.0,1.0,0.669795918367347,2055,7252,0,38.6858,0.0,0.0,0.0,0.6149,0.001,0.2366,592.2679529722427,4.59595592364568,0.0,0.0,128.36719603316692,0,0,0.0,0.0,0.0,100.0,0.0,3,0
moderate,random,16,True,,5,0.10204081632653061,0.0,177.0,-4.0,50.0,0.0,1.3471,0.0,0.0,22.3145,0,5,1,38,0,200,0,0,0,0.0,1.0,0.22204081632653058,2504,8673,3,38.0554,0.0,0.0,0.0,0.5565,0.0011,0.2121,911.2978176451697,13.676794185407086,0.0,0.0,66.13494275619783,0,0,0.0,1.3471083234190944,-1.3471083234190944,100.0,0.0,5,0
moderate,random,17,True,,5,0.10204081632653061,0.0,140.0,-4.0,50.0,0.0,1.3953,0.0,0.0,23.4127,0,5,1,28,0,200,0,0,0,0.0,1.0,0.4173469387755102,3176,6860,0,37.1647,0.0,0.0,0.0,0.642,0.0014,0.2419,1121.9870368715494,9.998203501106772,0.0,0.0,111.71886379361551,0,0,0.0,1.3952633203494293,-1.3952633203494293,100.0,0.0,4,0
moderate,random,18,True,,5,0.10204081632653061,0.0,135.0,-4.0,50.0,0.0,0.7935,0.0,0.0,23.0109,0,5,1,21,0,200,0,0,0,0.0,1.0,0.5538775510204081,2596,6615,0,38.4811,0.0,0.0,0.0,0.5233,0.001,0.1991,937.647127711769,8.038037634400192,0.0,0.0,116.1512487698422,0,0,0.0,0.7935434286242689,-0.7935434286242689,100.0,0.0,4,0
moderate,random,19,True,,5,0.10204081632653061,0.0,128.0,-4.0,50.0,0.0,0.9436,0.0,0.0,24.0779,0,5,1,23,0,200,0,0,0,0.0,1.0,0.5146938775510204,2185,6272,0,37.0813,0.0,0.0,0.0,0.5791,0.0011,0.2186,964.2243173114867,9.38030193833913,0.0,0.0,102.29246058919622,0,0,0.0,0.9436391468691349,-0.9436391468691349,100.0,0.0,5,0
