# per_policy_summary
controller_label,n_valid_runs,active_modules,disabled_modules,metric,n,mean,std,median,min,max,ci95_low,ci95_high
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,saifi,3,0.020408,0.000000,0.020408,0.020408,0.020408,0.020408,0.020408
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,saidi,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,maifi,3,20.000000,0.000000,20.000000,20.000000,20.000000,20.000000,20.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,asai,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,ens,3,10.000000,0.000000,10.000000,10.000000,10.000000,10.000000,10.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,restoration_time_steps,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,critical_load_restored_pct,3,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,successful_restoration_count,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,number_of_islands,3,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,isolated_nodes,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,actions_taken,3,20.000000,0.000000,20.000000,20.000000,20.000000,20.000000,20.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,switching_operations,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,illegal_actions_attempted,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,load_shedding_events,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,battery_dispatch_events,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,voltage_violation_count,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,frequency_deviation_count,3,980.000000,0.000000,980.000000,980.000000,980.000000,980.000000,980.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,line_overload_count,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,minimum_voltage_pu,3,0.950000,0.000000,0.950000,0.950000,0.950000,0.950000,0.950000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,maximum_voltage_pu,3,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,average_voltage_pu,3,0.961429,0.000000,0.961429,0.961429,0.961429,0.961429,0.961429
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,operating_cost_usd,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,outage_cost_usd,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,carbon_kg,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
full_stack,3,dqn;lstm;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,,runtime_s,3,0.084033,0.006702,0.085000,0.076900,0.090200,0.076449,0.091618
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,saifi,3,0.020408,0.000000,0.020408,0.020408,0.020408,0.020408,0.020408
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,saidi,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,maifi,3,20.000000,0.000000,20.000000,20.000000,20.000000,20.000000,20.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,asai,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,ens,3,10.000000,0.000000,10.000000,10.000000,10.000000,10.000000,10.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,restoration_time_steps,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,critical_load_restored_pct,3,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,successful_restoration_count,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,number_of_islands,3,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,isolated_nodes,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,actions_taken,3,20.000000,0.000000,20.000000,20.000000,20.000000,20.000000,20.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,switching_operations,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,illegal_actions_attempted,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,load_shedding_events,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,battery_dispatch_events,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,voltage_violation_count,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,frequency_deviation_count,3,980.000000,0.000000,980.000000,980.000000,980.000000,980.000000,980.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,line_overload_count,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,minimum_voltage_pu,3,0.950000,0.000000,0.950000,0.950000,0.950000,0.950000,0.950000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,maximum_voltage_pu,3,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,average_voltage_pu,3,0.961429,0.000000,0.961429,0.961429,0.961429,0.961429,0.961429
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,operating_cost_usd,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,outage_cost_usd,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,carbon_kg,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_lstm,3,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,runtime_s,3,0.073567,0.002574,0.074900,0.070600,0.075200,0.070654,0.076479
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,saifi,3,0.020408,0.000000,0.020408,0.020408,0.020408,0.020408,0.020408
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,saidi,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,maifi,3,20.000000,0.000000,20.000000,20.000000,20.000000,20.000000,20.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,asai,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,ens,3,10.000000,0.000000,10.000000,10.000000,10.000000,10.000000,10.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,restoration_time_steps,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,critical_load_restored_pct,3,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,successful_restoration_count,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,number_of_islands,3,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,isolated_nodes,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,actions_taken,3,20.000000,0.000000,20.000000,20.000000,20.000000,20.000000,20.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,switching_operations,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,illegal_actions_attempted,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,load_shedding_events,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,battery_dispatch_events,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,voltage_violation_count,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,frequency_deviation_count,3,980.000000,0.000000,980.000000,980.000000,980.000000,980.000000,980.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,line_overload_count,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,minimum_voltage_pu,3,0.950000,0.000000,0.950000,0.950000,0.950000,0.950000,0.950000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,maximum_voltage_pu,3,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,average_voltage_pu,3,0.961429,0.000000,0.961429,0.961429,0.961429,0.961429,0.961429
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,operating_cost_usd,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,outage_cost_usd,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,carbon_kg,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,3,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,runtime_s,3,0.094667,0.021077,0.082900,0.082100,0.119000,0.070816,0.118518

# paired_comparison
anchor,other,metric,n,valid,reason,mean_difference,std_difference,ci95_low,ci95_high,t_statistic,t_p_value,wilcoxon_W,wilcoxon_p,effect_size,effect_label,significant_at_005
full_stack,no_lstm,saifi,3,True,,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,negligible,False
full_stack,no_lstm,saidi,3,True,,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,negligible,False
full_stack,no_lstm,maifi,3,True,,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,negligible,False
full_stack,no_lstm,asai,3,True,,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,negligible,False
full_stack,no_lstm,ens,3,True,,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,negligible,False
full_stack,no_lstm,restoration_time_steps,0,False,n<2; cannot compute paired test,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,,False
full_stack,no_lstm,critical_load_restored_pct,3,True,,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,negligible,False
full_stack,no_lstm,successful_restoration_count,3,True,,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,negligible,False
full_stack,no_lstm,number_of_islands,3,True,,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,negligible,False
full_stack,no_lstm,isolated_nodes,3,True,,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,negligible,False
full_stack,no_lstm,actions_taken,3,True,,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,negligible,False
full_stack,no_lstm,switching_operations,3,True,,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,negligible,False
full_stack,no_lstm,illegal_actions_attempted,3,True,,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,negligible,False
full_stack,no_lstm,load_shedding_events,3,True,,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,negligible,False
full_stack,no_lstm,battery_dispatch_events,3,True,,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,negligible,False
