stress_level,controller_label,seed,valid,invalid_reason,n_faults,saifi,saidi,maifi,asai,ens,restoration_time_seconds,critical_load_total_mw,critical_load_restored_mw,critical_load_restored_pct,total_load_mw,successful_restoration_count,n_faults,number_of_islands,isolated_nodes,switching_operations,actions_taken,illegal_actions_attempted,load_shedding_events,battery_dispatch_events,minimum_voltage_pu,maximum_voltage_pu,average_voltage_pu,voltage_violation_count,frequency_deviation_count,line_overload_count,generation_mw,operating_cost_usd,outage_cost_usd,carbon_kg,runtime_s,controller_runtime_s,power_flow_runtime_s,stress_cumulative_unserved_energy,stress_max_unserved_load_mw,stress_cum_unserved_restoration_mw,stress_cum_feasible_restoration_mw,resilience_loss_area,resilience_time_to_50pct_restoration,resilience_time_to_90pct_restoration,stress_critical_load_total_mw,stress_critical_load_interrupted_mw,stress_critical_load_restored_mw,stress_critical_load_restored_pct,stress_restoration_rate,stress_n_faults,stress_n_restored
severe,rule_based,1,True,,4,0.08163265306122448,0.0,50.0,-3.0,40.0,0.0,2.5,0.0,0.0,36.6506,0,4,1,34,0,50,0,0,0,0.0,1.0,0.3006122448979592,912,2450,19,15.3878,0.0,0.0,0.0,0.1677,0.0009,0.0497,258.4656916515785,9.638095259975554,6.404684491123684,11.586937198028721,26.479705228566985,0,0,0.0,2.5,-2.5,100.0,0.0,3,0
severe,dqn_core_only,0,True,,4,0.08163265306122448,0.0,50.0,-3.0,40.0,0.0,1.9968,0.0,0.0,48.3322,0,4,1,26,0,50,0,0,0,0.0,1.0,0.456734693877551,848,2450,15,12.5513,0.0,0.0,0.0,0.2078,0.0346,0.0505,168.7107261256339,7.704819708198063,5.045823494019554,7.678267734164395,21.510014791947288,0,0,0.0,1.996761674906068,-1.996761674906068,100.0,0.0,3,0
severe,dqn_core_only,1,True,,4,0.08163265306122448,0.0,50.0,-3.0,40.0,0.0,2.5,0.0,0.0,38.0014,0,4,1,34,0,50,0,0,0,0.0,1.0,0.3006122448979592,923,2450,17,15.5508,0.0,0.0,0.0,0.1886,0.0305,0.0462,255.9011406654847,9.658746604186252,6.802875025388862,11.411680626439566,26.15373058885203,0,0,0.0,2.5,-2.5,100.0,0.0,3,0
severe,full_stack,0,True,,4,0.08163265306122448,0.0,50.0,-3.0,40.0,0.0,1.9968,0.0,0.0,48.3322,0,4,1,26,0,50,0,0,0,0.0,1.0,0.456734693877551,848,2450,15,12.5513,0.0,0.0,0.0,0.3233,0.0924,0.0684,168.7107261256339,7.704819708198063,5.045823494019554,7.678267734164395,21.510014791947288,0,0,0.0,1.996761674906068,-1.996761674906068,100.0,0.0,3,0
severe,full_stack,1,True,,4,0.08163265306122448,0.0,50.0,-3.0,40.0,0.0,2.5,0.0,0.0,38.0014,0,4,1,34,0,50,0,0,0,0.0,1.0,0.3006122448979592,923,2450,17,15.5508,0.0,0.0,0.0,0.2915,0.0896,0.0556,255.9011406654847,9.658746604186252,6.802875025388862,11.411680626439566,26.15373058885203,0,0,0.0,2.5,-2.5,100.0,0.0,3,0
severe,no_lstm,0,True,,4,0.08163265306122448,0.0,50.0,-3.0,40.0,0.0,1.9968,0.0,0.0,48.3322,0,4,1,26,0,50,0,0,0,0.0,1.0,0.456734693877551,848,2450,15,12.5513,0.0,0.0,0.0,0.2522,0.0501,0.0559,168.7107261256339,7.704819708198063,5.045823494019554,7.678267734164395,21.510014791947288,0,0,0.0,1.996761674906068,-1.996761674906068,100.0,0.0,3,0
severe,no_lstm,1,True,,4,0.08163265306122448,0.0,50.0,-3.0,40.0,0.0,2.5,0.0,0.0,38.0014,0,4,1,34,0,50,0,0,0,0.0,1.0,0.3006122448979592,923,2450,17,15.5508,0.0,0.0,0.0,0.2066,0.0311,0.0488,255.9011406654847,9.658746604186252,6.802875025388862,11.411680626439566,26.15373058885203,0,0,0.0,2.5,-2.5,100.0,0.0,3,0
severe,no_twin,0,True,,4,0.08163265306122448,0.0,50.0,-3.0,40.0,0.0,1.9968,0.0,0.0,48.3322,0,4,1,26,0,50,0,0,0,0.0,1.0,0.456734693877551,848,2450,15,12.5513,0.0,0.0,0.0,0.2843,0.0909,0.0573,168.7107261256339,7.704819708198063,5.045823494019554,7.678267734164395,21.510014791947288,0,0,0.0,1.996761674906068,-1.996761674906068,100.0,0.0,3,0
severe,no_twin,1,True,,4,0.08163265306122448,0.0,50.0,-3.0,40.0,0.0,2.5,0.0,0.0,38.0014,0,4,1,34,0,50,0,0,0,0.0,1.0,0.3006122448979592,923,2450,17,15.5508,0.0,0.0,0.0,0.2818,0.0918,0.0561,255.9011406654847,9.658746604186252,6.802875025388862,11.411680626439566,26.15373058885203,0,0,0.0,2.5,-2.5,100.0,0.0,3,0
severe,no_predictive,0,True,,4,0.08163265306122448,0.0,50.0,-3.0,40.0,0.0,1.9968,0.0,0.0,48.3322,0,4,1,26,0,50,0,0,0,0.0,1.0,0.456734693877551,848,2450,15,12.5513,0.0,0.0,0.0,0.308,0.0962,0.059,168.7107261256339,7.704819708198063,5.045823494019554,7.678267734164395,21.510014791947288,0,0,0.0,1.996761674906068,-1.996761674906068,100.0,0.0,3,0
severe,no_predictive,1,True,,4,0.08163265306122448,0.0,50.0,-3.0,40.0,0.0,2.5,0.0,0.0,38.0014,0,4,1,34,0,50,0,0,0,0.0,1.0,0.3006122448979592,923,2450,17,15.5508,0.0,0.0,0.0,0.3224,0.0969,0.0588,255.9011406654847,9.658746604186252,6.802875025388862,11.411680626439566,26.15373058885203,0,0,0.0,2.5,-2.5,100.0,0.0,3,0
severe,no_reward,0,True,,4,0.08163265306122448,0.0,50.0,-3.0,40.0,0.0,1.9968,0.0,0.0,48.3322,0,4,1,26,0,50,0,0,0,0.0,1.0,0.456734693877551,848,2450,15,12.5513,0.0,0.0,0.0,0.4129,0.1127,0.1013,168.7107261256339,7.704819708198063,5.045823494019554,7.678267734164395,21.510014791947288,0,0,0.0,1.996761674906068,-1.996761674906068,100.0,0.0,3,0
severe,no_reward,1,True,,4,0.08163265306122448,0.0,50.0,-3.0,40.0,0.0,2.5,0.0,0.0,38.0014,0,4,1,34,0,50,0,0,0,0.0,1.0,0.3006122448979592,923,2450,17,15.5508,0.0,0.0,0.0,0.303,0.0963,0.0568,255.9011406654847,9.658746604186252,6.802875025388862,11.411680626439566,26.15373058885203,0,0,0.0,2.5,-2.5,100.0,0.0,3,0
